"Countries","areas","Reference year(s)","Age group","DTP3 (%)",Source,"Source (detailed)"
kaz,Kazakhstan,2011,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kaz,Kazakhstan,2012,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kaz,Kazakhstan,2013,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1980,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1981,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1982,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1983,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1984,"0-11 months",58,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1985,"0-11 months",70,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1986,"0-11 months",72,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1987,"0-11 months",77,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1988,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1989,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1990,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1991,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1992,"0-11 months",87,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1993,"0-11 months",89,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1994,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1995,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1996,"0-11 months",87,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1997,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1998,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,1999,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2000,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2001,"0-11 months",80,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2002,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2003,"0-11 months",73,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2004,"0-11 months",73,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2005,"0-11 months",76,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2006,"0-11 months",80,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2007,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2008,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2009,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2010,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2011,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2012,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
ken,Kenya,2013,"0-11 months",76,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1992,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1993,"0-11 months",64,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1994,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1995,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1996,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1997,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1998,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,1999,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2000,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2001,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2002,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2003,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2004,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2005,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2006,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2007,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2008,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2009,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2010,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2011,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2012,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kgz,Kyrgyzstan,2013,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1980,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1981,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1982,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1983,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1984,"0-11 months",17,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1985,"0-11 months",23,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1986,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1987,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1988,"0-11 months",45,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1989,"0-11 months",47,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1990,"0-11 months",38,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1991,"0-11 months",38,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1992,"0-11 months",32,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1993,"0-11 months",35,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1994,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1995,"0-11 months",39,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1996,"0-11 months",43,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1997,"0-11 months",46,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1998,"0-11 months",47,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,1999,"0-11 months",53,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2000,"0-11 months",59,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2001,"0-11 months",60,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2002,"0-11 months",54,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2003,"0-11 months",69,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2004,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2005,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2006,"0-11 months",80,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2007,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2008,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2009,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2010,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2011,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2012,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
khm,Cambodia,2013,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1980,"0-11 months",43,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1981,"0-11 months",29,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1982,"0-11 months",53,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1983,"0-11 months",40,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1984,"0-11 months",18,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1985,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1986,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1987,"0-11 months",36,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1988,"0-11 months",63,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1989,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1990,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1991,"0-11 months",70,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1992,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1993,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1994,"0-11 months",71,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1995,"0-11 months",60,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1996,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1997,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1998,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,1999,"0-11 months",78,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2000,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2001,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2002,"0-11 months",77,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2003,"0-11 months",70,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2004,"0-11 months",62,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2005,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2006,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2007,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2008,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2009,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2010,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2011,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2012,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kir,Kiribati,2013,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1980,"0-11 months",56,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1981,"0-11 months",67,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1982,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1983,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1984,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1985,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1986,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1987,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1988,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1989,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1990,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1991,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1992,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1993,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1994,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1995,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1996,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1997,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1998,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",1999,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2000,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2001,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2002,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2003,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2004,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2005,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2006,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2007,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2008,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2009,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2010,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2011,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2012,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kna,"Saint Kitts and Nevis",2013,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1980,"0-11 months",0,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1981,"0-11 months",61,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1982,"0-11 months",61,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1983,"0-11 months",69,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1984,"0-11 months",76,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1985,"0-11 months",76,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1986,"0-11 months",76,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1987,"0-11 months",57,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1988,"0-11 months",58,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1989,"0-11 months",89,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1990,"0-11 months",74,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
kor,"Republic of Korea",1991,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
